standard_event	dataset_label	standard_action	standard_activity	dataset
eating	Chewing_and_mastication	chewing	eating	Fsd50k
eating	Chewing, mastication	chewing	eating	AudioSet_strong
eating	Chewing, mastication	chewing	eating	AudioSet
eating	Biting	biting	eating	AudioSet_strong
eating	Biting	biting	eating	AudioSet
eating	people eating		eating	VGGSound
eating	people eating apple		eating	VGGSound
eating	people eating crisps		eating	VGGSound
eating	people eating noodle		eating	VGGSound
				
eating_apple	people eating apple		eating	VGGSound
				
eating_crisps	people eating crisps		eating	VGGSound
				
eating_noodles	people eating noodle		eating	VGGSound
				
				
				
				
biting	Biting	biting	eating	AudioSet_strong
biting	Biting	biting	eating	AudioSet
				
laughing	laughing		laughing	ESC50
laughing	laugh		laughing	Nonspeech7k
laughing	Laughter		laughing	Fsd50k
laughing	Laughter		laughing	AudioSet_strong
laughing	Laughter		laughing	AudioSet
laughing	Laughter		laughing	Starss22
laughing	Laughter		laughing	Starss23
laughing	Giggle	giggling	laughing	Fsd50k
laughing	Giggle	giggling	laughing	AudioSet_strong
laughing	Giggle	giggling	laughing	AudioSet
laughing	Chuckle_and_chortle	chuckling_and_chortling	laughing	Fsd50k
laughing	Chuckle, chortle	chuckling_and_chortling	laughing	AudioSet_strong
laughing	Chuckle, chortle	chuckling_and_chortling	laughing	AudioSet
laughing	Baby laughter		laughing	AudioSet
laughing	Baby laughter		laughing	AudioSet_strong
laughing	Baby laughter		baby_laughing	AudioSet
laughing	Baby laughter		baby_laughing	AudioSet_strong
laughing	baby laughter		laughing	VGGSound
laughing	baby laughter		baby_laughing	VGGSound
laughing	Belly laugh	belly_laugh	laughing	AudioSet
laughing	Belly laugh	belly_laugh	laughing	AudioSet_strong
laughing	people belly laughing	belly_laugh	laughing	VGGSound
laughing	Snicker	snicker	laughing	AudioSet_strong
laughing	people giggling	giggling	laughing	VGGSound
laughing	people sniggering	sniggering	laughing	VGGSound
				
				
sniggering	people sniggering	sniggering	laughing	VGGSound
				
snicker	Snicker	snicker	laughing	AudioSet_strong
				
belly_laugh	Belly laugh	belly_laugh	laughing	AudioSet
belly_laugh	Belly laugh	belly_laugh	laughing	AudioSet_strong
belly_laugh	people belly laughing	belly_laugh	laughing	VGGSound
				
baby_laughing	Baby laughter		laughing	AudioSet
baby_laughing	Baby laughter		laughing	AudioSet_strong
baby_laughing	Baby laughter		baby_laughing	AudioSet
baby_laughing	Baby laughter		baby_laughing	AudioSet_strong
baby_laughing	baby laughter		laughing	VGGSound
baby_laughing	baby laughter		baby_laughing	VGGSound
				
chuckling_and_chortling	Chuckle_and_chortle	chuckling_and_chortling	laughing	Fsd50k
chuckling_and_chortling	Chuckle, chortle	chuckling_and_chortling	laughing	AudioSet_strong
chuckling_and_chortling	Chuckle, chortle	chuckling_and_chortling	laughing	AudioSet
				
giggling	Giggle	giggling	laughing	Fsd50k
giggling	Giggle	giggling	laughing	AudioSet_strong
giggling	Giggle	giggling	laughing	AudioSet
giggling	people giggling	giggling	laughing	VGGSound
				
whispering	Whispering	whispering	talking	Fsd50k
whispering	Whispering	whispering	talking	AudioSet_strong
whispering	Whispering	whispering	talking	AudioSet
whispering	people whispering	whispering	talking	VGGSound
				
sighing	Sigh	sighing	breathing	Fsd50k
sighing	Sigh	sighing	breathing	AudioSet_strong
sighing	Sigh	sighing	breathing	AudioSet
				
shouting	Shouting		shouting	Singapura
shouting	person-or-small-group-shouting		shouting	SONYC
shouting	children shouting		shouting	TUTSoundEvents2016
shouting	children shouting		children_shouting	TUTSoundEvents2016
shouting	Children shouting		shouting	AudioSet_strong
shouting	Children shouting		shouting	AudioSet
shouting	Children shouting		children_shouting	AudioSet_strong
shouting	Children shouting		children_shouting	AudioSet
shouting	Yell	yelling	shouting	Fsd50k
shouting	Yell	yelling	shouting	AudioSet_strong
shouting	Yell	yelling	shouting	AudioSet
shouting	Shout		shouting	Fsd50k
shouting	Shout		shouting	AudioSet_strong
shouting	Shout		shouting	AudioSet
shouting	Battle cry		shouting	AudioSet_strong
shouting	Battle cry		shouting	AudioSet
shouting	people battle cry		shouting	VGGSound
shouting	Bellow		shouting	AudioSet_strong
shouting	Bellow		shouting	AudioSet
shouting	Whoop	whoop	shouting	AudioSet_strong
shouting	Whoop	whoop	shouting	AudioSet
shouting	children shouting		children_shouting	VGGSound
shouting	children shouting		children_shouting	VGGSound
				
				
battle_cry	people battle cry		shouting	VGGSound
battle_cry	Battle cry		shouting	AudioSet_strong
battle_cry	Battle cry		shouting	AudioSet
				
bellow	Bellow		shouting	AudioSet_strong
bellow	Bellow		shouting	AudioSet
				
whoop	Whoop	whoop	shouting	AudioSet_strong
whoop	Whoop	whoop	shouting	AudioSet
				
children_shouting	children shouting		shouting	TUTSoundEvents2016
children_shouting	children shouting		children_shouting	TUTSoundEvents2016
children_shouting	Children shouting		shouting	AudioSet_strong
children_shouting	Children shouting		shouting	AudioSet
children_shouting	Children shouting		children_shouting	AudioSet_strong
children_shouting	Children shouting		children_shouting	AudioSet
				
yelling	Yell	yelling	shouting	Fsd50k
yelling	Yell	yelling	shouting	AudioSet_strong
yelling	Yell	yelling	shouting	AudioSet
				
screaming	Screaming		screaming	Fsd50k
screaming	Screaming		screaming	AudioSet_strong
screaming	Screaming		screaming	AudioSet
screaming	female scream		screaming	TAUNIGENSSpatialSoundEvents2020
screaming	female scream		female_screaming	TAUNIGENSSpatialSoundEvents2020
screaming	male scream		screaming	TAUNIGENSSpatialSoundEvents2020
screaming	male scream		male_screaming	TAUNIGENSSpatialSoundEvents2020
screaming	screaming		screaming	Nonspeech7k
screaming	femaleScream		screaming	Nigens
screaming	femaleScream		female_screaming	Nigens
screaming	maleScream		screaming	Nigens
screaming	maleScream		male_screaming	Nigens
screaming	people screaming		screaming	VGGSound
				
				
				
female_screaming	female scream		screaming	TAUNIGENSSpatialSoundEvents2020
female_screaming	female scream		female_screaming	TAUNIGENSSpatialSoundEvents2020
female_screaming	femaleScream		screaming	Nigens
female_screaming	femaleScream		female_screaming	Nigens
				
male_screaming	male scream		screaming	TAUNIGENSSpatialSoundEvents2020
male_screaming	male scream		male_screaming	TAUNIGENSSpatialSoundEvents2020
male_screaming	maleScream		screaming	Nigens
male_screaming	maleScream		male_screaming	Nigens
				
crying	Crying_and_sobbing		crying	Fsd50k
crying	Crying, sobbing		crying	AudioSet_strong
crying	Crying, sobbing		crying	AudioSet
crying	people sobbing		crying	VGGSound
crying	crying baby		crying	TAUNIGENSSpatialSoundEvents2020
crying	baby		baby_crying	Nigens
crying	crying baby		baby_crying	TAUNIGENSSpatialSoundEvents2020
crying	crying_baby		crying	ESC50
crying	crying_baby		baby_crying	ESC50
crying	babycry		crying	TUTRareSoundEvents
crying	babycry		baby_crying	TUTRareSoundEvents
crying	Baby cry, infant cry		baby_crying	AudioSet
crying	Baby cry, infant cry		baby_crying	AudioSet_strong
crying	Baby cry, infant cry		crying	AudioSet
crying	Baby cry, infant cry		crying	AudioSet_strong
crying	baby crying		baby_crying	VGGSound
crying	baby crying		crying	VGGSound
crying	baby crying		baby_crying	VGGSound
crying	baby crying		crying	VGGSound
crying	Whimper	whimpering	crying	AudioSet
crying	Whimper	whimpering	crying	AudioSet_strong
crying	crying		crying	Nonspeech7k
				
whimpering	Whimper	whimpering	crying	AudioSet
whimpering	Whimper	whimpering	crying	AudioSet_strong
				
baby_crying	baby		baby_crying	Nigens
baby_crying	crying baby		crying	TAUNIGENSSpatialSoundEvents2020
baby_crying	crying baby		baby_crying	TAUNIGENSSpatialSoundEvents2020
baby_crying	crying_baby		crying	ESC50
baby_crying	crying_baby		baby_crying	ESC50
baby_crying	babycry		crying	TUTRareSoundEvents
baby_crying	babycry		baby_crying	TUTRareSoundEvents
baby_crying	Baby cry, infant cry		baby_crying	AudioSet
baby_crying	Baby cry, infant cry		baby_crying	AudioSet_strong
baby_crying	Baby cry, infant cry		crying	AudioSet
baby_crying	Baby cry, infant cry		crying	AudioSet_strong
baby_crying	baby crying		baby_crying	VGGSound
baby_crying	baby crying		crying	VGGSound
baby_crying	baby crying		baby_crying	VGGSound
baby_crying	baby crying		crying	VGGSound
				
baby_babbling	baby babbling		baby_babbling	VGGSound
				
crowd	Large crowd			Singapura
crowd	large-crowd			SONYC
crowd	chatter		talking	MAVDtraffic
crowd	Chatter		talking	Fsd50k
crowd	Chatter		talking	AudioSet_strong
crowd	Chatter		talking	AudioSet
crowd	Cheering		people_cheering	Fsd50k
crowd	Cheering		people_cheering	AudioSet_strong
crowd	Cheering		people_cheering	AudioSet
crowd	people cheering		people_cheering	VGGSound
crowd	Crowd			Fsd50k
crowd	Crowd			AudioSet_strong
crowd	Crowd			AudioSet
crowd	crowd			Archeo
crowd	people crowd			VGGSound
				
chatter	chatter		talking	MAVDtraffic
chatter	Chatter		talking	Fsd50k
chatter	Chatter		talking	AudioSet_strong
chatter	Chatter		talking	AudioSet
				
large_crowd	Large crowd			Singapura
large_crowd	large-crowd			SONYC
				
people_cheering	Cheering		people_cheering	Fsd50k
people_cheering	Cheering		people_cheering	AudioSet_strong
people_cheering	Cheering		people_cheering	AudioSet
people_cheering	people cheering		people_cheering	VGGSound
				
talking	Adult female speech		talking	CHiMEHome
talking	Adult female speech		female_speaking	CHiMEHome
talking	Adult male speech		talking	CHiMEHome
talking	Adult male speech		male_speaking	CHiMEHome
talking	adults_talking		talking	MATS
talking	Amplified speech		talking	Singapura
talking	amplified-speech		talking	SONYC
talking	announcement		talking	MAESTROreal
talking	announcement_jingle		talking	MATS
talking	announcement_speech		talking	MATS
talking	chatter		talking	MAVDtraffic
talking	Chatter		talking	Fsd50k
talking	Chatter		talking	AudioSet_strong
talking	Chatter		talking	AudioSet
talking	Child speech		child_speaking	CHiMEHome
talking	Child speech		talking	CHiMEHome
talking	Child speech, kid speaking		talking	AudioSet_strong
talking	Child speech, kid speaking		child_speaking	AudioSet_strong
talking	Child speech, kid speaking		talking	AudioSet
talking	Child speech, kid speaking		child_speaking	AudioSet
talking	child speech, kid speaking		talking	VGGSound
talking	child speech, kid speaking		child_speaking	VGGSound
talking	Child_speech_and_kid_speaking		talking	Fsd50k
talking	Child_speech_and_kid_speaking		child_speaking	Fsd50k
talking	Conversation		talking	Fsd50k
talking	Conversation		talking	AudioSet_strong
talking	Conversation		talking	AudioSet
talking	female speech		talking	TAUNIGENSSpatialSoundEvents2020
talking	female speech		female_speaking	TAUNIGENSSpatialSoundEvents2020
talking	Female speech, woman speaking		talking	AudioSet_strong
talking	Female speech, woman speaking		female_speaking	AudioSet_strong
talking	Female speech, woman speaking		talking	AudioSet
talking	Female speech, woman speaking		female_speaking	AudioSet
talking	Female speech, woman speaking		talking	Starss22
talking	Female speech, woman speaking		female_speaking	Starss22
talking	Female speech, woman speaking		talking	Starss23
talking	Female speech, woman speaking		female_speaking	Starss23
talking	Female_speech_and_woman_speaking		talking	Fsd50k
talking	Female_speech_and_woman_speaking		female_speaking	Fsd50k
talking	male speech		talking	TAUNIGENSSpatialSoundEvents2020
talking	male speech		male_speaking	TAUNIGENSSpatialSoundEvents2020
talking	Male speech, man speaking		talking	AudioSet
talking	Male speech, man speaking		male_speaking	AudioSet
talking	Male speech, man speaking		talking	AudioSet_strong
talking	Male speech, man speaking		male_speaking	AudioSet_strong
talking	Male speech, man speaking		talking	Starss22
talking	Male speech, man speaking		male_speaking	Starss22
talking	Male speech, man speaking		talking	Starss23
talking	Male speech, man speaking		male_speaking	Starss23
talking	Male_speech_and_man_speaking		talking	Fsd50k
talking	Male_speech_and_man_speaking		male_speaking	Fsd50k
talking	Narration, monologue		talking	AudioSet
talking	Narration, monologue		talking	AudioSet_strong
talking	people speaking		talking	TUTSoundEvents2016
talking	people speaking		talking	TUTSoundEvents2017
talking	people talking		talking	MAESTROreal
talking	person-or-small-group-talking		talking	SONYC
talking	speaking		talking	Archeo
talking	Speech		talking	Fsd50k
talking	Speech		talking	AudioSet_strong
talking	Speech		talking	AudioSet
talking	speech		talking	ReaLISED
talking	Speech		talking	DESEDReal
talking	Speech synthesizer		talking	AudioSet_strong
talking	Speech synthesizer		talking	AudioSet
talking	Speech_synthesizer		talking	Fsd50k
talking	Talking		talking	Singapura
talking	Whispering	whispering	talking	Fsd50k
talking	Whispering	whispering	talking	AudioSet_strong
talking	Whispering	whispering	talking	AudioSet
talking	maleSpeech		talking	Nigens
talking	maleSpeech		male_speaking	Nigens
talking	femaleSpeech		talking	Nigens
talking	femaleSpeech		female_speaking	Nigens
talking	child speech, kid speaking		talking	VGGSound
talking	child speech, kid speaking		child_speaking	VGGSound
talking	people whispering	whispering	talking	VGGSound
talking	police radio chatter		talking	VGGSound
				
police_radio_chatter	police radio chatter		talking	VGGSound
				
monologue	Narration, monologue		talking	AudioSet
monologue	Narration, monologue		talking	AudioSet_strong
				
animal	Animal			Singapura
animal	Animal			Fsd50k
animal	Animal			AudioSet_strong
animal	Animal			AudioSet
animal	animals			Archeo
animal	Bark		dog_barking	Fsd50k
animal	Bark		dog_barking	AudioSet_strong
animal	Bark		dog_barking	AudioSet
animal	barking dog		dog_barking	TAUNIGENSSpatialSoundEvents2020
animal	Bee, wasp, etc.		insect_buzz	AudioSet_strong
animal	Bee, wasp, etc.		insect_buzz	AudioSet
animal	bee, wasp, etc. buzzing		insect_buzz	VGGSound
animal	Bird			Fsd50k
animal	Bird			AudioSet_strong
animal	Bird			AudioSet
animal	Bird chirping		bird_chirping	Singapura
animal	Bird flight, flapping wings	bird_wings_flap		AudioSet_strong
animal	Bird flight, flapping wings	bird_wings_flap		AudioSet
animal	bird singing		bird_chirping	TUTSoundEvents2016
animal	Bird vocalization, bird call, bird song			AudioSet_strong
animal	Bird vocalization, bird call, bird song			AudioSet
animal	Bird_vocalization_and_bird_call_and_bird_song			Fsd50k
animal	birds_singing		bird_chirping	MAESTROreal
animal	birds_singing		bird_chirping	MATS
animal	baltimore oriole calling		bird_chirping	VGGSound
animal	Bleat	goat_or_sheep_bleat		AudioSet_strong
animal	Bleat	goat_or_sheep_bleat		AudioSet
animal	goat bleating	goat_or_sheep_bleat		VGGSound
animal	sheep bleating	goat_or_sheep_bleat		VGGSound
animal	Bow-wow		dog_bowing	AudioSet_strong
animal	Bow-wow		dog_bowing	AudioSet
animal	Buzz		insect_buzz	Fsd50k
animal	Buzz		insect_buzz	AudioSet_strong
animal	Buzz		insect_buzz	AudioSet
animal	Canidae, dogs, wolves			AudioSet
animal	Canidae, wild dogs, wolves			AudioSet_strong
animal	Cat			DESEDReal
animal	Cat			AnimalSound
animal	cat			ESC50
animal	cat			MATS
animal	Cat			Fsd50k
animal	Cat			AudioSet_strong
animal	Cat			AudioSet
animal	cat meowing		cat_meowing	VGGSound
animal	Caterwaul		caterwaul	AudioSet_strong
animal	Caterwaul		caterwaul	AudioSet
animal	cat caterwauling		caterwaul	VGGSound
animal	Cattle, bovinae			AudioSet_strong
animal	Cattle, bovinae			AudioSet
animal	cattle mooing		cattle_mooing	VGGSound
animal	cattle, bovinae cowbell			VGGSound
animal	cow lowing		cow_lowing	VGGSound
animal	Caw	crow_caw		AudioSet_strong
animal	Caw	crow_caw		AudioSet
animal	Caw			AudioSet_strong
animal	Caw			AudioSet
animal	crow cawing	crow_caw		VGGSound
animal	Chicken_and_rooster			Fsd50k
animal	Chicken, rooster			AudioSet_strong
animal	Chicken, rooster			AudioSet
animal	Chipmunk			AudioSet_strong
animal	Chirp_and_tweet		bird_chirping	Fsd50k
animal	Chirp, tweet		bird_chirping	AudioSet_strong
animal	Chirp, tweet		bird_chirping	AudioSet
animal	chirping_birds		bird_chirping	ESC50
animal	Clip-clop			AudioSet
animal	Cluck		chicken_or_rooster_clucking	AudioSet_strong
animal	Cluck		chicken_or_rooster_clucking	AudioSet
animal	Coo		pigeon_cooing	AudioSet_strong
animal	Coo		pigeon_cooing	AudioSet
animal	pigeon, dove cooing		pigeon_cooing	VGGSound
animal	cow			ESC50
animal	Cow			AnimalSound
animal	Cricket			Fsd50k
animal	Cricket			AudioSet_strong
animal	Cricket			AudioSet
animal	crickets			ESC50
animal	cricket chirping		insect_chirping	VGGSound
animal	Croak	frog_croak		AudioSet_strong
animal	Croak	frog_croak		AudioSet
animal	frog croaking	frog_croak		VGGSound
animal	crow			ESC50
animal	crow			ESC50
animal	Crow			Fsd50k
animal	Crow			AudioSet_strong
animal	Crow			AudioSet
animal	Crowing, cock-a-doodle-doo		chicken_or_rooster_crowing	AudioSet_strong
animal	Crowing, cock-a-doodle-doo		chicken_or_rooster_crowing	AudioSet
animal	dog			ESC50
animal	Dog			DESEDReal
animal	Dog			Fsd50k
animal	Dog			AudioSet_strong
animal	Dog			AudioSet
animal	dog			Nigens
animal	Dog barking		dog_barking	Singapura
animal	dog_bark		dog_barking	UrbanSound8K
animal	dog_bark		dog_barking	MAESTROsynthetic
animal	dog_barking		dog_barking	MATS
animal	dog-barking-whining			SONYC
animal	Domestic animals, pets			AudioSet_strong
animal	Domestic animals, pets			AudioSet
animal	Domestic_animals_and_pets			Fsd50k
animal	Donkey, ass			AudioSet
animal	Donkey, ass			AudioSet_strong
animal	donkey, ass braying			VGGSound
animal	Duck			AudioSet
animal	Ducks, geese, waterfowl			AudioSet_strong
animal	duck quacking	duck_quack		VGGSound
animal	Fly, housefly		insect_buzz	AudioSet_strong
animal	Fly, housefly		insect_buzz	AudioSet
animal	fly, housefly buzzing		insect_buzz	VGGSound
animal	Fowl			Fsd50k
animal	Fowl			AudioSet_strong
animal	Fowl			AudioSet
animal	frog			ESC50
animal	Frog			Fsd50k
animal	Frog			AudioSet_strong
animal	Frog			AudioSet
animal	Goat			AudioSet_strong
animal	Goat			AudioSet
animal	Gobble	turkey_gobble		AudioSet_strong
animal	Gobble	turkey_gobble		AudioSet
animal	turkey gobbling	turkey_gobble		VGGSound
animal	Goose			AudioSet_strong
animal	Goose			AudioSet
animal	Growling		animal_growling	Fsd50k
animal	Growling		animal_growling	AudioSet_strong
animal	Growling		animal_growling	AudioSet
animal	Gull_and_seagull			Fsd50k
animal	Gull, seagull			AudioSet_strong
animal	hen			ESC50
animal	Honk	goose_honking		AudioSet_strong
animal	Honk	goose_honking		AudioSet
animal	goose honking	goose_honking		VGGSound
animal	Hoot	owl_hoot		AudioSet_strong
animal	Hoot	owl_hoot		AudioSet
animal	Horse			AudioSet_strong
animal	Horse			AudioSet
animal	horse clip-clop			VGGSound
animal	horse neighing			VGGSound
animal	Howl		dog_howling	AudioSet_strong
animal	Howl		dog_howling	AudioSet
animal	Insect			Fsd50k
animal	Insect			AudioSet_strong
animal	Insect			AudioSet
animal	Insect chirping	duck_quack	insect_chirping	Singapura
animal	insects			ESC50
animal	Livestock_and_farm_animals_and_working_animals			Fsd50k
animal	Livestock, farm animals, working animals			AudioSet_strong
animal	Livestock, farm animals, working animals			AudioSet
animal	Meow		cat_meowing	Fsd50k
animal	Meow		cat_meowing	AudioSet_strong
animal	Meow		cat_meowing	AudioSet
animal	Moo		cattle_mooing	AudioSet_strong
animal	Moo		cattle_mooing	AudioSet
animal	Mosquito			AudioSet_strong
animal	Mosquito			AudioSet
animal	mosquito buzzing		insect_buzz	VGGSound
animal	Mouse			AudioSet_strong
animal	Mouse			AudioSet
animal	mouse squeaking		mouse_squeaking	VGGSound
animal	Neigh, whinny			AudioSet
animal	Neigh, whinny			AudioSet_strong
animal	Nicker	horse_nicker		AudioSet
animal	Oink	pig_oink		AudioSet_strong
animal	Oink	pig_oink		AudioSet
animal	pig oinking	pig_oink		VGGSound
animal	Owl			AudioSet_strong
animal	Owl			AudioSet
animal	Pant (dog)	dog_pant		AudioSet_strong
animal	Patter			AudioSet_strong
animal	Patter			AudioSet
animal	pig			ESC50
animal	Pig			AudioSet_strong
animal	Pig			AudioSet
animal	Pigeon, dove			AudioSet_strong
animal	Pigeon, dove			AudioSet
animal	Purr		cat_purring	Fsd50k
animal	Purr		cat_purring	AudioSet_strong
animal	Purr		cat_purring	AudioSet
animal	Quack	duck_quack		AudioSet_strong
animal	Quack	duck_quack		AudioSet
animal	Roar		lions_or_tigers_roaring	AudioSet_strong
animal	Roar		lions_or_tigers_roaring	AudioSet
animal	lions growling		animal_growling	VGGSound
animal	lions roaring		lions_or_tigers_roaring	VGGSound
animal	Roaring cats (lions, tigers)			AudioSet_strong
animal	Roaring cats (lions, tigers)			AudioSet
animal	Rodents, rats, mice			AudioSet_strong
animal	Rodents, rats, mice			AudioSet
animal	rooster			ESC50
animal	sheep			ESC50
animal	Sheep			AudioSet_strong
animal	Sheep			AudioSet
animal	Snake			AudioSet_strong
animal	Snake			AudioSet
animal	snake hissing		snake_hissing	VGGSound
animal	snake rattling		snake_rattling	VGGSound
animal	Snort (horse)			AudioSet
animal	Snort (horse)			AudioSet_strong
animal	Squawk	bird_squawk		AudioSet_strong
animal	Squawk	bird_squawk		AudioSet
animal	Turkey			AudioSet_strong
animal	Turkey			AudioSet
animal	Whale vocalization			AudioSet_strong
animal	Whale vocalization			AudioSet
animal	Whimper (dog)		dog_whimpering	AudioSet_strong
animal	Whimper (dog)		dog_whimpering	AudioSet
animal	Wild animals			AudioSet_strong
animal	Wild animals			AudioSet
animal	Wild_animals			Fsd50k
animal	Wolf-whistling		wolf_whistling	AudioSet_strong
animal	Yak	yak		AudioSet_strong
animal	Yip		dog_yipping	AudioSet_strong
animal	Yip		dog_yipping	AudioSet
animal	Dog			AnimalSound
animal	dog			NoisenseDb
animal	Bird			AnimalSound
animal	Cow			AnimalSound
animal	Lion			AnimalSound
animal	Sheep			AnimalSound
animal	Frog			AnimalSound
animal	Chicken			AnimalSound
animal	Donkey			AnimalSound
animal	Monkey			AnimalSound
animal	chinchilla barking		chinchilla_barking	VGGSound
animal	chipmunk chirping		chipmunk_chirping	VGGSound
animal	chimpanzee pant-hooting			VGGSound
animal	alligators, crocodiles hissing			VGGSound
animal	wood thrush calling		bird_chirping	VGGSound
animal	magpie calling			VGGSound
animal	francolin calling			VGGSound
animal	cuckoo bird calling			VGGSound
animal	cuckoo bird calling			VGGSound
animal	canary calling		bird_chirping	VGGSound
animal	black capped chickadee calling		bird_chirping	VGGSound
animal	barn swallow calling		bird_chirping	VGGSound
animal	baltimore oriole calling		bird_chirping	VGGSound
animal	bird chirping, tweeting		bird_chirping	VGGSound
animal	bird squawking	bird_squawk		VGGSound
animal	bird wings flapping	bird_wings_flap		VGGSound
animal	cat growling		cat_growling	VGGSound
animal	cat hissing		cat_hissing	VGGSound
animal	cat meowing		cat_meowing	VGGSound
animal	cat purring		cat_purring	VGGSound
animal	dog barking		dog_barking	VGGSound
animal	dog baying		dog_baying	VGGSound
animal	dog bow-wow		dog_bowing	VGGSound
animal	dog growling		dog_growling	VGGSound
animal	dog howling		dog_howling	VGGSound
animal	dog whimpering		dog_whimpering	VGGSound
animal	zebra braying			VGGSound
animal	bull bellowing			VGGSound
animal	cheetah chirrup			VGGSound
animal	chicken clucking		chicken_clucking	VGGSound
animal	chicken crowing		chicken_crowing	VGGSound
animal	fox barking		fox_barking	VGGSound
animal	otter growling		otter_growling	VGGSound
animal	owl hooting	owl_hoot		VGGSound
animal	parrot talking		parrot_talking	VGGSound
animal	penguins braying		penguins_braying	VGGSound
animal	sea lion barking		sea_lion_barking	VGGSound
animal	whale calling		whale_calling	VGGSound
animal	coyote howling		coyote_howling	VGGSound
animal	eagle screaming		eagle_screaming	VGGSound
animal	elephant trumpeting		elephant_trumpeting	VGGSound
animal	pheasant crowing		pheasant_crowing	VGGSound
animal	dinosaurs bellowing		dinosaurs_bellowing	VGGSound
animal	elk bugling		elk_bugling	VGGSound
animal	ferret dooking		ferret_dooking	VGGSound
animal	gibbon howling		gibbon_howling	VGGSound
animal	mynah bird singing		bird_chirping	VGGSound
animal	warbler chirping		bird_chirping	VGGSound
animal	wood thrush calling		bird_chirping	VGGSound
animal	mouse pattering		mouse_pattering	VGGSound
animal	woodpecker pecking tree			VGGSound
				
animal_growling	otter growling		otter_growling	VGGSound
animal_growling	lions growling		animal_growling	VGGSound
animal_growling	Growling		animal_growling	Fsd50k
animal_growling	Growling		animal_growling	AudioSet_strong
animal_growling	Growling		animal_growling	AudioSet
				
wild_animal	Bee, wasp, etc.		insect_buzz	AudioSet_strong
wild_animal	Bee, wasp, etc.		insect_buzz	AudioSet
wild_animal	bee, wasp, etc. buzzing		insect_buzz	VGGSound
wild_animal	Bird			Fsd50k
wild_animal	Bird			AudioSet_strong
wild_animal	Bird			AudioSet
wild_animal	Bird			AnimalSound
wild_animal	Bird chirping		bird_chirping	Singapura
wild_animal	Bird flight, flapping wings	bird_wings_flap		AudioSet_strong
wild_animal	Bird flight, flapping wings	bird_wings_flap		AudioSet
wild_animal	bird singing		bird_chirping	TUTSoundEvents2016
wild_animal	Bird vocalization, bird call, bird song			AudioSet_strong
wild_animal	Bird vocalization, bird call, bird song			AudioSet
wild_animal	Bird_vocalization_and_bird_call_and_bird_song			Fsd50k
wild_animal	birds_singing		bird_chirping	MAESTROreal
wild_animal	birds_singing		bird_chirping	MATS
wild_animal	Buzz		insect_buzz	Fsd50k
wild_animal	Buzz		insect_buzz	AudioSet_strong
wild_animal	Buzz		insect_buzz	AudioSet
wild_animal	Canidae, dogs, wolves			AudioSet
wild_animal	Canidae, wild dogs, wolves			AudioSet_strong
wild_animal	Caw	crow_caw		AudioSet_strong
wild_animal	Caw	crow_caw		AudioSet
wild_animal	crow cawing	crow_caw		VGGSound
wild_animal	Chipmunk			AudioSet_strong
wild_animal	Chirp_and_tweet		bird_chirping	Fsd50k
wild_animal	Chirp, tweet		bird_chirping	AudioSet_strong
wild_animal	Chirp, tweet		bird_chirping	AudioSet
wild_animal	chirping_birds		bird_chirping	ESC50
wild_animal	warbler chirping		bird_chirping	VGGSound
wild_animal	Coo		pigeon_cooing	AudioSet_strong
wild_animal	Coo		pigeon_cooing	AudioSet
wild_animal	pigeon, dove cooing		pigeon_cooing	VGGSound
wild_animal	Cricket			Fsd50k
wild_animal	Cricket			AudioSet_strong
wild_animal	Cricket			AudioSet
wild_animal	crickets			ESC50
wild_animal	cricket chirping		insect_chirping	VGGSound
wild_animal	Croak	frog_croak		AudioSet_strong
wild_animal	Croak	frog_croak		AudioSet
wild_animal	frog croaking	frog_croak		VGGSound
wild_animal	crow			ESC50
wild_animal	Crow			Fsd50k
wild_animal	Crow			AudioSet_strong
wild_animal	Crow			AudioSet
wild_animal	Fly, housefly		insect_buzz	AudioSet_strong
wild_animal	Fly, housefly		insect_buzz	AudioSet
wild_animal	fly, housefly buzzing		insect_buzz	VGGSound
wild_animal	Frog			Fsd50k
wild_animal	Frog			AudioSet_strong
wild_animal	Frog			AudioSet
wild_animal	frog			ESC50
wild_animal	Gull_and_seagull			Fsd50k
wild_animal	Gull, seagull			AudioSet_strong
wild_animal	Hoot	owl_hoot		AudioSet_strong
wild_animal	Hoot	owl_hoot		AudioSet
wild_animal	Howl		dog_howling	AudioSet_strong
wild_animal	Howl		dog_howling	AudioSet
wild_animal	Insect			Fsd50k
wild_animal	Insect			AudioSet_strong
wild_animal	Insect			AudioSet
wild_animal	Insect chirping		insect_chirping	Singapura
wild_animal	insects			ESC50
wild_animal	Mosquito			AudioSet_strong
wild_animal	Mosquito			AudioSet
wild_animal	mosquito buzzing		insect_buzz	VGGSound
wild_animal	Mouse			AudioSet_strong
wild_animal	Mouse			AudioSet
wild_animal	mouse squeaking		mouse_squeaking	VGGSound
wild_animal	Owl			AudioSet_strong
wild_animal	Owl			AudioSet
wild_animal	Patter			AudioSet_strong
wild_animal	Patter			AudioSet
wild_animal	Pigeon, dove			AudioSet_strong
wild_animal	Pigeon, dove			AudioSet
wild_animal	Roar		lions_or_tigers_roaring	AudioSet_strong
wild_animal	Roar		lions_or_tigers_roaring	AudioSet
wild_animal	lions growling		animal_growling	VGGSound
