standard_event	dataset_label	standard_action	standard_activity	dataset
musical_instrument	playing steel guitar, slide guitar		playing_guitar	VGGSound
musical_instrument	playing steelpan			VGGSound
musical_instrument	playing synthesizer			VGGSound
musical_instrument	playing tabla			VGGSound
musical_instrument	playing tambourine			VGGSound
musical_instrument	playing theremin			VGGSound
musical_instrument	playing timbales			VGGSound
musical_instrument	playing timpani			VGGSound
musical_instrument	playing trombone			VGGSound
musical_instrument	playing trumpet			VGGSound
musical_instrument	playing tuning fork			VGGSound
musical_instrument	playing tympani			VGGSound
musical_instrument	playing ukulele			VGGSound
musical_instrument	playing vibraphone			VGGSound
musical_instrument	playing violin, fiddle			VGGSound
musical_instrument	playing washboard			VGGSound
musical_instrument	playing zither			VGGSound
musical_instrument	Singing bowl			AudioSet
musical_instrument	singing bowl			VGGSound
musical_instrument	singing choir			VGGSound
musical_instrument	Theremin			AudioSet
musical_instrument	Shofar			AudioSet
musical_instrument	Drum roll			AudioSet
musical_instrument	Rimshot			AudioSet
				
washboard	playing washboard			VGGSound
				
				
				
				
				
				
				
plucked_string_instrument	Plucked_string_instrument			Fsd50k
plucked_string_instrument	Plucked string instrument			AudioSet
plucked_string_instrument	Bass_guitar			Fsd50k
plucked_string_instrument	Bass guitar			AudioSet
plucked_string_instrument	Electric_guitar		playing_guitar	Fsd50k
plucked_string_instrument	Electric guitar		playing_guitar	AudioSet
plucked_string_instrument	Acoustic_guitar		playing_guitar	Fsd50k
plucked_string_instrument	Acoustic guitar		playing_guitar	AudioSet
plucked_string_instrument	Guitar		playing_guitar	Fsd50k
plucked_string_instrument	Guitar		playing_guitar	AudioSet
plucked_string_instrument	Steel guitar, slide guitar		playing_guitar	AudioSet
plucked_string_instrument	Tapping (guitar technique)	guitar_tapping	playing_guitar	AudioSet
plucked_string_instrument	tapping guitar	guitar_tapping	playing_guitar	VGGSound
plucked_string_instrument	Strum	guitar_strumming	playing_guitar	Fsd50k
plucked_string_instrument	Strum	guitar_strumming	playing_guitar	AudioSet
plucked_string_instrument	Ukulele			AudioSet
plucked_string_instrument	Zither			AudioSet
plucked_string_instrument	Mandolin			AudioSet
plucked_string_instrument	Sitar			AudioSet
plucked_string_instrument	Banjo			AudioSet
plucked_string_instrument	playing acoustic guitar		playing_guitar	VGGSound
plucked_string_instrument	playing banjo			VGGSound
plucked_string_instrument	playing bass guitar			VGGSound
plucked_string_instrument	playing electric guitar		playing_guitar	VGGSound
plucked_string_instrument	playing mandolin			VGGSound
plucked_string_instrument	playing sitar			VGGSound
plucked_string_instrument	playing ukulele			VGGSound
plucked_string_instrument	playing zither			VGGSound
				
				
				
				
				
				
				
wind_or_woodwind_instrument	Wind_instrument_and_woodwind_instrument			Fsd50k
wind_or_woodwind_instrument	Wind instrument, woodwind instrument			AudioSet
wind_or_woodwind_instrument	Flute			AudioSet
wind_or_woodwind_instrument	Saxophone			AudioSet
wind_or_woodwind_instrument	Alto saxophone			AudioSet
wind_or_woodwind_instrument	Soprano saxophone			AudioSet
wind_or_woodwind_instrument	Clarinet			AudioSet
wind_or_woodwind_instrument	Oboe			AudioSet
wind_or_woodwind_instrument	Bassoon			AudioSet
wind_or_woodwind_instrument	playing bassoon			VGGSound
wind_or_woodwind_instrument	playing clarinet			VGGSound
wind_or_woodwind_instrument	playing flute			VGGSound
wind_or_woodwind_instrument	playing oboe			VGGSound
wind_or_woodwind_instrument	playing saxophone			VGGSound
				
keyboard_(musical)	playing electronic organ			VGGSound
keyboard_(musical)	playing harpsichord			VGGSound
keyboard_(musical)	playing piano			VGGSound
keyboard_(musical)	playing synthesizer			VGGSound
keyboard_(musical)	Keyboard_(musical)			Fsd50k
keyboard_(musical)	Keyboard (musical)			AudioSet
keyboard_(musical)	Organ			Fsd50k
keyboard_(musical)	Organ			AudioSet
keyboard_(musical)	piano			Nigens
keyboard_(musical)	piano			TAUNIGENSSpatialSoundEvents2020
keyboard_(musical)	Piano			Fsd50k
keyboard_(musical)	Piano			AudioSet
keyboard_(musical)	Synthesizer			AudioSet
keyboard_(musical)	Harpsichord			AudioSet
keyboard_(musical)	Electric piano			AudioSet
keyboard_(musical)	Rhodes piano			AudioSet
keyboard_(musical)	Clavinet			AudioSet
keyboard_(musical)	Sampler			AudioSet
keyboard_(musical)	Mellotron			AudioSet
keyboard_(musical)	Electronic organ			AudioSet
keyboard_(musical)	Hammond organ			AudioSet
keyboard_(musical)	playing hammond organ			VGGSound
				
piano	playing piano			VGGSound
piano	piano			Nigens
piano	piano			TAUNIGENSSpatialSoundEvents2020
piano	Piano			Fsd50k
piano	Piano			AudioSet
piano	Electric piano			AudioSet
piano	Rhodes piano			AudioSet
piano	Clavinet			AudioSet
				
synthesizer	playing synthesizer			VGGSound
synthesizer	Synthesizer			AudioSet
synthesizer	Sampler			AudioSet
synthesizer	Mellotron			AudioSet
				
organ	playing electronic organ			VGGSound
organ	Organ			Fsd50k
organ	Organ			AudioSet
organ	Electronic organ			AudioSet
organ	Hammond organ			AudioSet
				
electric_organ	playing electronic organ			VGGSound
electric_organ	Electronic organ			AudioSet
				
hammond_organ	Hammond organ			AudioSet
hammond_organ	playing hammond organ			VGGSound
				
percussion	Drum			Fsd50k
percussion	Drum			AudioSet
percussion	Tabla			Fsd50k
percussion	Tabla			AudioSet
percussion	Marimba_and_xylophone			Fsd50k
percussion	Marimba, xylophone			AudioSet
percussion	Mallet_percussion			Fsd50k
percussion	Mallet percussion			AudioSet
percussion	Bass_drum			Fsd50k
percussion	Bass drum			AudioSet
percussion	Percussion			Fsd50k
percussion	Percussion			AudioSet
percussion	Hi-hat			Fsd50k
percussion	Hi-hat			AudioSet
percussion	Tambourine			Fsd50k
percussion	Tambourine			AudioSet
percussion	Snare_drum			Fsd50k
percussion	Snare drum			AudioSet
percussion	Glockenspiel			Fsd50k
percussion	Glockenspiel			AudioSet
percussion	Gong			Fsd50k
percussion	Gong			AudioSet
percussion	Drum_kit			Fsd50k
percussion	Drum kit			AudioSet
percussion	Cowbell			Fsd50k
percussion	Cowbell			AudioSet
percussion	Cowbell			AudioSet_strong
percussion	Crash_cymbal			Fsd50k
percussion	Crash_cymbal			AudioSet_strong
percussion	Crash cymbal			AudioSet
percussion	Cymbal			Fsd50k
percussion	Cymbal			AudioSet
percussion	Cymbal			AudioSet_strong
percussion	Rattle_(instrument)			Fsd50k
percussion	Rattle (instrument)			AudioSet_strong
percussion	Rattle (instrument)			AudioSet
percussion	Drum machine			AudioSet
percussion	Steelpan			AudioSet
percussion	Vibraphone			AudioSet
percussion	Tubular bells			AudioSet
percussion	Maraca			AudioSet
percussion	Wood block			AudioSet
percussion	Timpani			AudioSet
percussion	Drum roll			AudioSet
percussion	Rimshot			AudioSet
percussion	playing gong			VGGSound
percussion	playing guiro			VGGSound
percussion	playing bass drum			VGGSound
percussion	playing bongo			VGGSound
percussion	playing congas			VGGSound
percussion	playing cymbal			VGGSound
percussion	playing drum kit			VGGSound
percussion	playing glockenspiel			VGGSound
percussion	playing gong			VGGSound
percussion	playing guiro			VGGSound
percussion	playing marimba, xylophone			VGGSound
percussion	playing snare drum			VGGSound
percussion	playing tabla			VGGSound
percussion	playing tambourine			VGGSound
percussion	playing timbales			VGGSound
percussion	playing timpani			VGGSound
percussion	playing tympani			VGGSound
percussion	playing washboard			VGGSound
percussion	playing castanets			VGGSound
percussion	playing djembe			VGGSound
				
timbales	playing timbales			VGGSound
				
				
				
				
guiro	playing guiro			VGGSound
				
djembe	playing djembe			VGGSound
				
bongos	playing bongo			VGGSound
				
castanets	playing castanets			VGGSound
				
congas	playing congas			VGGSound
				
drum	Tabla			Fsd50k
drum	Tabla			AudioSet
drum	Drum			Fsd50k
drum	Drum			AudioSet
drum	Tabla			Fsd50k
drum	Tabla			AudioSet
drum	Bass_drum			Fsd50k
drum	Bass drum			AudioSet
drum	Snare_drum			Fsd50k
drum	Snare drum			AudioSet
drum	Timpani			AudioSet
drum	Drum roll			AudioSet
drum	Rimshot			AudioSet
drum	playing bass drum			VGGSound
drum	playing snare drum			VGGSound
drum	playing tabla			VGGSound
drum	playing timpani			VGGSound
drum	playing tympani			VGGSound
				
				
				
snare_drum	playing snare drum			VGGSound
snare_drum	Snare_drum			Fsd50k
snare_drum	Snare drum			AudioSet
snare_drum	Drum roll			AudioSet
snare_drum	Rimshot			AudioSet
				
rimshot	Rimshot			AudioSet
				
drum_roll	Drum roll			AudioSet
				
tabla	Tabla			Fsd50k
tabla	Tabla			AudioSet
tabla	playing tabla			VGGSound
				
bass_drum	Bass_drum			Fsd50k
bass_drum	Bass drum			AudioSet
bass_drum	playing bass drum			VGGSound
				
timpani	Timpani			AudioSet
timpani	playing timpani			VGGSound
timpani	playing tympani			VGGSound
				
drum_kit	Drum_kit			Fsd50k
drum_kit	Drum kit			AudioSet
drum_kit	Drum machine			AudioSet
drum_kit	playing drum kit			VGGSound
				
drum_machine	Drum machine			AudioSet
				
mallet_percussion	Mallet_percussion			Fsd50k
mallet_percussion	Mallet percussion			AudioSet
mallet_percussion	Marimba_and_xylophone			Fsd50k
mallet_percussion	Marimba, xylophone			AudioSet
mallet_percussion	Marimba, xylophone			AudioSet
mallet_percussion	Glockenspiel			Fsd50k
mallet_percussion	Glockenspiel			AudioSet
mallet_percussion	Steelpan			AudioSet
mallet_percussion	Vibraphone			AudioSet
mallet_percussion	playing glockenspiel			VGGSound
mallet_percussion	playing marimba, xylophone			VGGSound
mallet_percussion	playing steelpan			VGGSound
mallet_percussion	playing vibraphone			VGGSound
				
cymbal	Cymbal			Fsd50k
cymbal	Cymbal			AudioSet
cymbal	Cymbal			AudioSet_strong
cymbal	Crash_cymbal			Fsd50k
cymbal	Crash_cymbal			AudioSet_strong
cymbal	Crash cymbal			AudioSet
cymbal	Hi-hat			Fsd50k
cymbal	Hi-hat			AudioSet
cymbal	playing cymbal			VGGSound
				
hi-hat	Hi-hat			Fsd50k
hi-hat	Hi-hat			AudioSet
				
crash_cymbal	Crash_cymbal			Fsd50k
crash_cymbal	Crash_cymbal			AudioSet_strong
crash_cymbal	Crash cymbal			AudioSet
				
cowbell	Cowbell			Fsd50k
cowbell	Cowbell			AudioSet
cowbell	Cowbell			AudioSet_strong
				
wood_block	Wood block			AudioSet
				
tambourine	Tambourine			Fsd50k
tambourine	Tambourine			AudioSet
tambourine	playing tambourine			VGGSound
				
rattle_(instrument)	Rattle_(instrument)			Fsd50k
rattle_(instrument)	Rattle (instrument)			AudioSet_strong
rattle_(instrument)	Rattle (instrument)			AudioSet
rattle_(instrument)	Maraca			AudioSet
				
maraca	Maraca			AudioSet
				
gong	Gong			Fsd50k
gong	Gong			AudioSet
gong	playing gong			VGGSound
				
tubular_bells	Tubular bells			AudioSet
				
marimba_and_xylophone	Marimba_and_xylophone			AudioSet
marimba_and_xylophone	Marimba, xylophone			Fsd50k
marimba_and_xylophone	playing marimba, xylophone			VGGSound
				
vibraphone	Vibraphone			AudioSet
vibraphone	playing vibraphone			VGGSound
				
glockenspiel	Glockenspiel			Fsd50k
glockenspiel	Glockenspiel			AudioSet
glockenspiel	playing glockenspiel			VGGSound
				
steelpan	Steelpan			AudioSet
steelpan	playing steelpan			VGGSound
				
hammond_organ	Hammond organ			AudioSet
				
electronic_organ	Electronic organ			AudioSet
				
mellotron	Mellotron			AudioSet
				
sampler	Sampler			AudioSet
				
electric_piano	Electric piano			AudioSet
electric_piano	Clavinet			AudioSet
electric_piano	Rhodes piano			AudioSet
				
rhodes_piano	Rhodes piano			AudioSet
				
clavinet	Clavinet			AudioSet
				
sitar	Sitar			AudioSet
sitar	playing sitar			VGGSound
				
mandolin	Mandolin			AudioSet
mandolin	playing mandolin			VGGSound
				
zither	playing zither			VGGSound
zither	Zither			AudioSet
				
ukulele	playing ukulele			VGGSound
ukulele	Ukulele			AudioSet
				
harpsichord	Harpsichord			AudioSet
harpsichord	playing harpsichord			VGGSound
				
bassoon	playing bassoon			VGGSound
bassoon	Bassoon			AudioSet
				
oboe	playing oboe			VGGSound
oboe	Oboe			AudioSet
				
saxophone	playing saxophone			VGGSound
saxophone	Saxophone			AudioSet
saxophone	Alto saxophone			AudioSet
saxophone	Soprano saxophone			AudioSet
				
alto_saxophone	Alto saxophone			AudioSet
				
soprano_saxophone	Soprano saxophone			AudioSet
				
flute	playing flute			VGGSound
flute	Flute			AudioSet
				
double_bass	Double bass			AudioSet
double_bass	playing double bass			VGGSound
				
didgeridoo	Didgeridoo			AudioSet
didgeridoo	playing didgeridoo			VGGSound
				
cello	Cello			AudioSet
cello	playing cello			VGGSound
				
banjo	Banjo			AudioSet
banjo	playing banjo			VGGSound
				
bagpipes	Bagpipes			AudioSet
bagpipes	playing bagpipes			VGGSound
				
clarinet	playing clarinet			VGGSound
clarinet	Clarinet			AudioSet
				
vinyl_scratching	Scratching_(performance_technique)	vinyl_scratching		Fsd50k
vinyl_scratching	Scratching (performance technique)	vinyl_scratching		AudioSet
				
brass_instrument	Brass_instrument			Fsd50k
brass_instrument	Brass instrument			AudioSet
brass_instrument	Trumpet			Fsd50k
brass_instrument	Trumpet			AudioSet
brass_instrument	French horn			AudioSet
brass_instrument	Bugle			AudioSet
brass_instrument	Cornet			AudioSet
brass_instrument	Trombone			AudioSet
brass_instrument	playing bugle			VGGSound
brass_instrument	playing cornet			VGGSound
brass_instrument	playing french horn			VGGSound
brass_instrument	playing trombone			VGGSound
brass_instrument	playing trumpet			VGGSound
				
				
				
				
trumpet	playing trumpet			VGGSound
trumpet	Trumpet			Fsd50k
trumpet	Trumpet			AudioSet
				
french_horn	French horn			AudioSet
french_horn	playing french horn			VGGSound
				
bugle	playing bugle			VGGSound
bugle	Bugle			AudioSet
				
cornet	Cornet			AudioSet
cornet	playing cornet			VGGSound
				
trombone	Trombone			AudioSet
trombone	playing trombone			VGGSound
				
orchestra	Orchestra			AudioSet
orchestra	orchestra			VGGSound
				
singing_bowl	Singing bowl			AudioSet
singing_bowl	singing bowl			VGGSound
				
				
theremin	Theremin			AudioSet
theremin	playing theremin			VGGSound
				
shofar	Shofar			AudioSet
shofar	playing shofar			VGGSound
				
harp	Harp			Fsd50k
harp	Harp			AudioSet
harp	playing harp			VGGSound
				
harmonica	Harmonica			Fsd50k
harmonica	Harmonica			AudioSet
harmonica	playing harmonica			VGGSound
				
bowed_string_instrument	Bowed_string_instrument			Fsd50k
bowed_string_instrument	Bowed string instrument			AudioSet
bowed_string_instrument	Double bass			AudioSet
bowed_string_instrument	Cello			AudioSet
bowed_string_instrument	Violin, fiddle			AudioSet
bowed_string_instrument	Pizzicato			AudioSet
bowed_string_instrument	String section			AudioSet
bowed_string_instrument	playing cello			VGGSound
bowed_string_instrument	playing double bass			VGGSound
bowed_string_instrument	playing violin, fiddle			VGGSound
bowed_string_instrument	playing erhu			VGGSound
				
erhu	playing erhu			VGGSound
				
				
string_section	String section			AudioSet
				
violin_fiddle	Violin, fiddle			AudioSet
violin_fiddle	Pizzicato			AudioSet
violin_fiddle	playing violin, fiddle			VGGSound
				
pizzicato	Pizzicato			AudioSet
				
bass_guitar	Bass_guitar			Fsd50k
bass_guitar	Bass guitar			AudioSet
bass_guitar	playing bass guitar			VGGSound
				
playing_guitar	Electric_guitar		playing_guitar	Fsd50k
playing_guitar	Electric guitar		playing_guitar	AudioSet
playing_guitar	Acoustic_guitar		playing_guitar	Fsd50k
playing_guitar	Acoustic guitar		playing_guitar	AudioSet
playing_guitar	Guitar		playing_guitar	Fsd50k
playing_guitar	Guitar		playing_guitar	AudioSet
playing_guitar	Strum	guitar_strumming	playing_guitar	Fsd50k
playing_guitar	Strum	guitar_strumming	playing_guitar	AudioSet
playing_guitar	Steel guitar, slide guitar		playing_guitar	AudioSet
playing_guitar	playing steel guitar, slide guitar		playing_guitar	VGGSound
playing_guitar	Tapping (guitar technique)	guitar_tapping	playing_guitar	AudioSet
playing_guitar	tapping guitar	guitar_tapping	playing_guitar	VGGSound
